id,product_name,sale_amount,sale_date,total_sales,sale_year
5281,much,98.72,2024-09-01,2537040.56,2024
5282,room,377.02,2024-09-22,2537040.56,2024
5283,of,303.6,2024-07-15,2537040.56,2024
5284,likely,390.99,2024-05-30,2537040.56,2024
5285,base,469.01,2024-01-16,2537040.56,2024
5286,sing,347.61,2024-07-12,2537040.56,2024
5287,various,171.71,2024-11-27,2537040.56,2024
5288,focus,334.98,2024-02-28,2537040.56,2024
5289,quite,396.83,2024-05-21,2537040.56,2024
5290,toward,89.01,2024-05-08,2537040.56,2024
5291,finally,95.1,2024-07-23,2537040.56,2024
5292,recent,78.85,2024-06-06,2537040.56,2024
5293,detail,479.15,2024-04-28,2537040.56,2024
5294,fish,268.38,2024-07-18,2537040.56,2024
5295,fall,469.08,2024-05-31,2537040.56,2024
5296,major,478.56,2024-01-04,2537040.56,2024
5297,fill,405.97,2024-11-09,2537040.56,2024
5298,under,347.68,2024-07-07,2537040.56,2024
5299,light,290.01,2024-03-16,2537040.56,2024
5300,around,356.33,2024-02-27,2537040.56,2024
5301,follow,359.73,2024-03-09,2537040.56,2024
5302,game,360.51,2024-12-08,2537040.56,2024
5303,less,152.58,2024-02-19,2537040.56,2024
5304,age,90.98,2024-04-17,2537040.56,2024
5305,green,162.23,2024-11-14,2537040.56,2024
5306,would,101.42,2024-01-04,2537040.56,2024
5307,certain,268.85,2024-07-20,2537040.56,2024
5308,whether,48.13,2024-10-04,2537040.56,2024
5309,major,50.36,2024-06-26,2537040.56,2024
5310,capital,80.67,2024-06-03,2537040.56,2024
5311,money,210.15,2024-03-04,2537040.56,2024
5312,onto,332.73,2024-07-07,2537040.56,2024
5313,realize,22.86,2024-09-06,2537040.56,2024
5314,support,332.78,2024-11-03,2537040.56,2024
5315,never,337.64,2024-05-30,2537040.56,2024
5316,view,316.41,2024-03-15,2537040.56,2024
5317,general,118.01,2024-12-11,2537040.56,2024
5318,decade,436.85,2024-02-19,2537040.56,2024
5319,parent,288.97,2024-11-28,2537040.56,2024
5320,list,431.51,2024-05-30,2537040.56,2024
5321,home,238.13,2024-01-03,2537040.56,2024
5322,happy,368.15,2024-03-17,2537040.56,2024
5323,the,205.3,2024-01-14,2537040.56,2024
5324,last,395.47,2024-07-23,2537040.56,2024
5325,thought,453.42,2024-10-09,2537040.56,2024
5326,protect,481.35,2024-06-29,2537040.56,2024
5327,do,493.76,2024-03-10,2537040.56,2024
5328,focus,382.91,2024-01-02,2537040.56,2024
5329,green,352.55,2024-04-14,2537040.56,2024
5330,speak,172.38,2024-10-23,2537040.56,2024
5331,personal,148.44,2024-04-15,2537040.56,2024
5332,art,26.95,2024-09-15,2537040.56,2024
5333,arrive,274.96,2024-03-10,2537040.56,2024
5334,hundred,247.75,2024-09-26,2537040.56,2024
5335,me,485.4,2024-10-13,2537040.56,2024
5336,score,35.14,2024-05-04,2537040.56,2024
5337,develop,436.46,2024-05-13,2537040.56,2024
5338,while,295.06,2024-03-06,2537040.56,2024
5339,ahead,272.64,2024-09-16,2537040.56,2024
5340,Democrat,198.88,2024-04-19,2537040.56,2024
5341,page,119.88,2024-07-19,2537040.56,2024
5342,position,167.34,2024-09-14,2537040.56,2024
5343,military,232.09,2024-07-06,2537040.56,2024
5344,week,236.55,2024-07-31,2537040.56,2024
5345,act,163.29,2024-02-06,2537040.56,2024
5346,onto,430.35,2024-09-11,2537040.56,2024
5347,air,213.5,2024-09-22,2537040.56,2024
5348,performance,438.23,2024-11-15,2537040.56,2024
5349,human,407.47,2024-05-04,2537040.56,2024
5350,less,224.53,2024-01-19,2537040.56,2024
5351,improve,150.53,2024-05-05,2537040.56,2024
5352,boy,453.59,2024-07-01,2537040.56,2024
5353,compare,281.61,2024-03-13,2537040.56,2024
5354,sound,38.15,2024-12-12,2537040.56,2024
5355,effort,357.5,2024-04-21,2537040.56,2024
5356,crime,406.84,2024-08-14,2537040.56,2024
5357,discuss,156.11,2024-07-10,2537040.56,2024
5358,heart,372.75,2024-11-09,2537040.56,2024
5359,want,238.0,2024-08-23,2537040.56,2024
5360,community,270.95,2024-06-23,2537040.56,2024
5361,school,233.52,2024-05-16,2537040.56,2024
5362,line,96.57,2024-01-30,2537040.56,2024
5363,give,71.28,2024-09-20,2537040.56,2024
5364,quality,213.67,2024-08-11,2537040.56,2024
5365,represent,73.69,2024-10-19,2537040.56,2024
5366,point,80.51,2024-04-28,2537040.56,2024
5367,kitchen,43.86,2024-08-22,2537040.56,2024
5368,employee,153.1,2024-12-14,2537040.56,2024
5369,once,31.54,2024-09-27,2537040.56,2024
5370,nice,86.13,2024-04-01,2537040.56,2024
5371,special,88.64,2024-06-14,2537040.56,2024
5372,develop,215.61,2024-06-18,2537040.56,2024
5373,thing,369.1,2024-09-18,2537040.56,2024
5374,soldier,400.24,2024-07-14,2537040.56,2024
5375,building,96.23,2024-04-20,2537040.56,2024
5376,design,284.02,2024-12-22,2537040.56,2024
5377,expect,325.38,2024-12-02,2537040.56,2024
5378,top,257.03,2024-11-13,2537040.56,2024
5379,sit,426.35,2024-01-18,2537040.56,2024
5380,store,319.67,2024-01-01,2537040.56,2024
5381,back,273.95,2024-04-11,2537040.56,2024
5382,south,405.45,2024-12-20,2537040.56,2024
5383,dinner,334.23,2023-12-23,2537040.56,2023
5384,least,205.15,2024-09-28,2537040.56,2024
5385,raise,48.89,2024-03-24,2537040.56,2024
5386,onto,275.68,2024-02-26,2537040.56,2024
5387,rest,145.16,2024-07-14,2537040.56,2024
5388,soldier,170.42,2024-06-11,2537040.56,2024
5389,try,380.7,2024-03-19,2537040.56,2024
5390,myself,420.93,2024-08-22,2537040.56,2024
5391,individual,45.57,2024-09-12,2537040.56,2024
5392,he,297.88,2024-03-11,2537040.56,2024
5393,I,106.1,2024-06-18,2537040.56,2024
5394,they,51.14,2024-03-19,2537040.56,2024
5395,response,357.45,2024-11-30,2537040.56,2024
5396,parent,371.3,2024-04-10,2537040.56,2024
5397,condition,133.46,2024-03-18,2537040.56,2024
5398,effect,279.02,2024-07-16,2537040.56,2024
5399,especially,410.44,2024-04-25,2537040.56,2024
5400,always,470.37,2024-01-11,2537040.56,2024
5401,everybody,14.81,2024-09-19,2537040.56,2024
5402,under,299.51,2024-10-29,2537040.56,2024
5403,road,90.6,2024-04-25,2537040.56,2024
5404,it,260.87,2024-12-17,2537040.56,2024
5405,animal,70.05,2024-05-10,2537040.56,2024
5406,worker,271.04,2024-02-29,2537040.56,2024
5407,effort,171.37,2024-06-30,2537040.56,2024
5408,among,371.68,2024-10-27,2537040.56,2024
5409,staff,329.82,2024-03-08,2537040.56,2024
5410,really,462.05,2024-10-27,2537040.56,2024
5411,situation,368.43,2024-02-03,2537040.56,2024
5412,part,266.22,2024-09-07,2537040.56,2024
5413,first,100.75,2024-06-14,2537040.56,2024
5414,probably,305.26,2024-09-11,2537040.56,2024
5415,family,290.53,2024-12-14,2537040.56,2024
5416,still,361.15,2024-04-17,2537040.56,2024
5417,thing,354.19,2024-08-30,2537040.56,2024
5418,scene,176.53,2024-08-12,2537040.56,2024
5419,pass,326.07,2024-01-13,2537040.56,2024
5420,money,93.26,2024-05-27,2537040.56,2024
5421,listen,197.01,2024-03-29,2537040.56,2024
5422,scene,255.28,2024-09-10,2537040.56,2024
5423,face,38.71,2024-02-23,2537040.56,2024
5424,they,487.85,2024-07-19,2537040.56,2024
5425,part,482.65,2024-08-10,2537040.56,2024
5426,produce,81.46,2024-06-16,2537040.56,2024
5427,design,74.28,2024-04-04,2537040.56,2024
5428,any,442.76,2024-07-16,2537040.56,2024
5429,realize,320.82,2024-03-25,2537040.56,2024
5430,office,476.32,2024-06-01,2537040.56,2024
5431,program,67.83,2024-07-15,2537040.56,2024
5432,news,123.4,2024-01-13,2537040.56,2024
5433,section,218.17,2024-12-22,2537040.56,2024
5434,surface,182.73,2024-02-20,2537040.56,2024
5435,story,59.11,2024-08-26,2537040.56,2024
5436,all,65.45,2024-10-02,2537040.56,2024
5437,others,392.8,2024-09-29,2537040.56,2024
5438,boy,92.26,2024-03-25,2537040.56,2024
5439,arrive,423.22,2024-09-25,2537040.56,2024
5440,record,143.44,2024-11-01,2537040.56,2024
5441,candidate,15.71,2024-04-24,2537040.56,2024
5442,form,190.66,2024-07-12,2537040.56,2024
5443,friend,480.89,2024-11-12,2537040.56,2024
5444,citizen,285.9,2024-10-03,2537040.56,2024
5445,remain,240.37,2024-08-30,2537040.56,2024
5446,cause,117.0,2024-03-12,2537040.56,2024
5447,reveal,461.65,2024-09-26,2537040.56,2024
5448,oil,99.64,2024-12-18,2537040.56,2024
5449,indicate,173.56,2024-11-06,2537040.56,2024
5450,executive,314.4,2024-09-06,2537040.56,2024
5451,technology,89.39,2024-03-15,2537040.56,2024
5452,particularly,335.69,2024-11-10,2537040.56,2024
5453,relationship,300.36,2024-07-28,2537040.56,2024
5454,author,43.73,2024-02-06,2537040.56,2024
5455,leave,174.07,2024-05-23,2537040.56,2024
5456,practice,20.96,2024-02-09,2537040.56,2024
5457,president,370.83,2024-07-24,2537040.56,2024
5458,sort,216.79,2024-10-20,2537040.56,2024
5459,senior,216.2,2024-09-16,2537040.56,2024
5460,clearly,483.51,2023-12-30,2537040.56,2023
5461,billion,290.04,2024-05-14,2537040.56,2024
5462,continue,70.74,2024-11-28,2537040.56,2024
5463,cell,84.97,2024-02-04,2537040.56,2024
5464,safe,154.48,2024-09-08,2537040.56,2024
5465,hear,230.22,2024-03-16,2537040.56,2024
5466,environment,294.07,2024-09-11,2537040.56,2024
5467,something,46.37,2024-03-20,2537040.56,2024
5468,account,69.12,2024-10-05,2537040.56,2024
5469,letter,96.3,2024-07-26,2537040.56,2024
5470,into,462.84,2024-03-23,2537040.56,2024
5471,role,463.8,2024-04-20,2537040.56,2024
5472,free,365.63,2024-03-02,2537040.56,2024
5473,fund,160.5,2024-03-19,2537040.56,2024
5474,treatment,276.49,2024-06-24,2537040.56,2024
5475,exactly,85.72,2024-10-02,2537040.56,2024
5476,hand,12.51,2024-05-05,2537040.56,2024
5477,woman,388.26,2024-02-23,2537040.56,2024
5478,hour,151.45,2024-09-16,2537040.56,2024
5479,least,309.57,2024-12-07,2537040.56,2024
5480,leg,326.57,2024-02-09,2537040.56,2024
5481,if,373.97,2024-01-13,2537040.56,2024
5482,share,263.01,2024-05-11,2537040.56,2024
5483,discussion,284.4,2024-10-31,2537040.56,2024
5484,admit,155.02,2024-03-22,2537040.56,2024
5485,scene,51.15,2024-11-02,2537040.56,2024
5486,green,16.02,2024-02-18,2537040.56,2024
5487,number,274.56,2024-10-31,2537040.56,2024
5488,vote,34.21,2024-03-23,2537040.56,2024
5489,discuss,159.77,2024-02-15,2537040.56,2024
5490,air,263.49,2024-11-07,2537040.56,2024
5491,as,461.48,2024-02-04,2537040.56,2024
5492,indeed,230.11,2024-11-06,2537040.56,2024
5493,seat,214.56,2024-08-23,2537040.56,2024
5494,measure,153.72,2024-03-06,2537040.56,2024
5495,service,89.18,2024-05-09,2537040.56,2024
5496,do,422.68,2024-09-08,2537040.56,2024
5497,cell,491.71,2024-03-27,2537040.56,2024
5498,area,74.84,2024-10-01,2537040.56,2024
5499,suddenly,483.73,2024-11-07,2537040.56,2024
5500,various,266.04,2024-04-01,2537040.56,2024
5501,threat,335.27,2024-08-11,2537040.56,2024
5502,quality,469.17,2024-02-09,2537040.56,2024
5503,dinner,481.87,2024-08-30,2537040.56,2024
5504,system,160.62,2024-02-19,2537040.56,2024
5505,pull,100.13,2024-05-31,2537040.56,2024
5506,to,244.7,2024-09-29,2537040.56,2024
5507,certainly,187.98,2024-10-02,2537040.56,2024
5508,during,162.71,2024-09-01,2537040.56,2024
5509,population,212.84,2024-02-10,2537040.56,2024
5510,reality,493.83,2024-03-24,2537040.56,2024
5511,look,197.33,2023-12-24,2537040.56,2023
5512,full,382.99,2024-08-25,2537040.56,2024
5513,international,309.8,2024-06-01,2537040.56,2024
5514,drive,391.35,2024-04-21,2537040.56,2024
5515,why,230.27,2024-05-22,2537040.56,2024
5516,station,53.82,2024-09-03,2537040.56,2024
5517,compare,73.98,2024-07-03,2537040.56,2024
5518,court,19.13,2024-08-09,2537040.56,2024
5519,wind,457.72,2024-06-26,2537040.56,2024
5520,left,185.31,2024-03-29,2537040.56,2024
5521,add,495.82,2024-03-13,2537040.56,2024
5522,budget,301.44,2024-10-11,2537040.56,2024
5523,those,46.18,2024-05-15,2537040.56,2024
5524,budget,48.09,2024-04-11,2537040.56,2024
5525,information,300.18,2024-12-05,2537040.56,2024
5526,above,177.33,2024-03-11,2537040.56,2024
5527,expect,473.82,2024-11-07,2537040.56,2024
5528,affect,172.8,2024-05-20,2537040.56,2024
5529,close,54.55,2024-03-09,2537040.56,2024
5530,then,206.91,2024-08-30,2537040.56,2024
5531,imagine,385.48,2024-06-01,2537040.56,2024
5532,teacher,38.86,2024-02-18,2537040.56,2024
5533,citizen,77.11,2024-09-30,2537040.56,2024
5534,where,267.55,2024-08-25,2537040.56,2024
5535,sit,17.5,2024-01-27,2537040.56,2024
5536,bring,44.15,2024-04-27,2537040.56,2024
5537,laugh,211.39,2024-06-23,2537040.56,2024
5538,computer,104.58,2024-09-26,2537040.56,2024
5539,would,38.52,2024-05-30,2537040.56,2024
5540,glass,203.69,2024-10-26,2537040.56,2024
5541,letter,218.23,2024-03-07,2537040.56,2024
5542,me,309.18,2024-12-20,2537040.56,2024
5543,factor,326.98,2024-12-08,2537040.56,2024
5544,send,117.55,2024-04-09,2537040.56,2024
5545,sound,395.15,2024-02-08,2537040.56,2024
5546,tend,335.91,2024-03-22,2537040.56,2024
5547,camera,242.53,2024-09-10,2537040.56,2024
5548,pass,172.32,2024-05-21,2537040.56,2024
5549,property,74.3,2024-11-05,2537040.56,2024
5550,cultural,253.19,2024-07-06,2537040.56,2024
5551,economic,94.18,2024-06-18,2537040.56,2024
5552,allow,408.21,2024-11-30,2537040.56,2024
5553,choose,397.63,2024-07-01,2537040.56,2024
5554,they,136.47,2024-05-26,2537040.56,2024
5555,manager,424.58,2024-02-20,2537040.56,2024
5556,however,232.36,2024-01-25,2537040.56,2024
5557,heavy,204.72,2024-08-11,2537040.56,2024
5558,hit,221.23,2024-06-19,2537040.56,2024
5559,throw,120.65,2024-11-10,2537040.56,2024
5560,build,136.66,2024-06-03,2537040.56,2024
5561,film,153.34,2024-07-12,2537040.56,2024
5562,campaign,294.01,2024-02-16,2537040.56,2024
5563,class,290.24,2024-06-02,2537040.56,2024
5564,lawyer,12.53,2024-04-15,2537040.56,2024
5565,might,303.83,2024-03-10,2537040.56,2024
5566,college,24.64,2024-04-28,2537040.56,2024
5567,threat,153.19,2024-02-17,2537040.56,2024
5568,kitchen,297.47,2024-04-22,2537040.56,2024
5569,thing,236.25,2024-07-24,2537040.56,2024
5570,mention,37.42,2024-05-30,2537040.56,2024
5571,can,82.76,2024-08-08,2537040.56,2024
5572,crime,64.1,2024-02-21,2537040.56,2024
5573,skin,384.13,2024-12-08,2537040.56,2024
5574,behind,258.19,2024-01-29,2537040.56,2024
5575,tonight,368.28,2023-12-30,2537040.56,2023
5576,music,379.52,2024-08-27,2537040.56,2024
5577,blood,329.59,2024-10-20,2537040.56,2024
5578,despite,499.98,2024-09-25,2537040.56,2024
5579,little,203.3,2024-02-08,2537040.56,2024
5580,meet,448.73,2024-03-26,2537040.56,2024
5581,into,441.58,2024-09-21,2537040.56,2024
5582,factor,310.6,2024-02-24,2537040.56,2024
5583,exactly,20.78,2024-03-04,2537040.56,2024
5584,your,256.95,2024-03-29,2537040.56,2024
5585,through,308.21,2024-07-04,2537040.56,2024
5586,woman,332.49,2024-10-25,2537040.56,2024
5587,although,242.84,2024-03-22,2537040.56,2024
5588,particular,195.63,2024-01-13,2537040.56,2024
5589,offer,454.09,2024-12-21,2537040.56,2024
5590,hope,205.7,2024-06-02,2537040.56,2024
5591,middle,47.17,2024-03-30,2537040.56,2024
5592,alone,110.42,2023-12-31,2537040.56,2023
5593,affect,22.42,2024-10-27,2537040.56,2024
5594,entire,167.16,2024-04-02,2537040.56,2024
5595,evening,87.28,2024-02-18,2537040.56,2024
5596,still,158.12,2024-09-07,2537040.56,2024
5597,seem,68.55,2024-09-23,2537040.56,2024
5598,color,18.4,2024-06-13,2537040.56,2024
5599,cultural,120.89,2024-01-30,2537040.56,2024
5600,institution,349.36,2024-05-04,2537040.56,2024
5601,significant,57.81,2024-09-14,2537040.56,2024
5602,anything,464.52,2024-06-10,2537040.56,2024
5603,bring,61.59,2024-04-18,2537040.56,2024
5604,lawyer,423.19,2024-09-29,2537040.56,2024
5605,each,100.22,2023-12-25,2537040.56,2023
5606,last,167.84,2024-01-03,2537040.56,2024
5607,me,113.94,2023-12-31,2537040.56,2023
5608,this,420.81,2024-02-25,2537040.56,2024
5609,movement,222.42,2024-02-08,2537040.56,2024
5610,eat,182.36,2024-10-16,2537040.56,2024
5611,tonight,396.86,2024-07-21,2537040.56,2024
5612,note,97.75,2024-09-02,2537040.56,2024
5613,lawyer,69.69,2024-07-24,2537040.56,2024
5614,policy,83.43,2024-03-01,2537040.56,2024
5615,wind,109.87,2024-09-07,2537040.56,2024
5616,throughout,137.12,2024-01-10,2537040.56,2024
5617,eye,125.64,2024-11-06,2537040.56,2024
5618,boy,21.18,2024-06-11,2537040.56,2024
5619,relationship,262.49,2024-11-26,2537040.56,2024
5620,central,46.62,2024-11-29,2537040.56,2024
5621,only,408.78,2024-08-21,2537040.56,2024
5622,yourself,194.48,2024-12-20,2537040.56,2024
5623,technology,29.17,2024-07-10,2537040.56,2024
5624,together,449.82,2024-03-22,2537040.56,2024
5625,method,96.12,2024-11-21,2537040.56,2024
5626,toward,353.1,2024-04-07,2537040.56,2024
5627,act,74.47,2024-11-20,2537040.56,2024
5628,other,230.81,2024-01-27,2537040.56,2024
5629,important,384.69,2024-09-22,2537040.56,2024
5630,dream,40.2,2024-05-08,2537040.56,2024
5631,two,49.16,2024-07-11,2537040.56,2024
5632,power,215.84,2024-07-31,2537040.56,2024
5633,physical,58.44,2024-03-18,2537040.56,2024
5634,north,368.96,2024-09-23,2537040.56,2024
5635,better,76.62,2024-05-19,2537040.56,2024
5636,best,54.85,2024-01-19,2537040.56,2024
5637,start,97.41,2024-02-19,2537040.56,2024
5638,sense,278.14,2024-05-19,2537040.56,2024
5639,wait,423.36,2024-10-02,2537040.56,2024
5640,stuff,236.11,2024-12-20,2537040.56,2024
5641,child,486.78,2024-11-02,2537040.56,2024
5642,last,297.15,2024-01-09,2537040.56,2024
5643,page,120.43,2024-12-16,2537040.56,2024
5644,range,259.17,2024-05-03,2537040.56,2024
5645,indeed,437.17,2024-07-06,2537040.56,2024
5646,image,132.83,2024-08-25,2537040.56,2024
5647,include,305.32,2024-10-11,2537040.56,2024
5648,claim,250.51,2024-12-02,2537040.56,2024
5649,figure,167.23,2024-01-05,2537040.56,2024
5650,thousand,421.41,2024-03-29,2537040.56,2024
5651,simple,164.24,2024-10-15,2537040.56,2024
5652,note,322.85,2024-05-25,2537040.56,2024
5653,none,322.72,2024-11-03,2537040.56,2024
5654,total,378.62,2024-07-31,2537040.56,2024
5655,eye,260.24,2024-09-21,2537040.56,2024
5656,smile,50.92,2024-08-08,2537040.56,2024
5657,character,435.95,2024-06-19,2537040.56,2024
5658,research,359.39,2024-10-20,2537040.56,2024
5659,personal,160.51,2024-05-02,2537040.56,2024
5660,common,69.57,2024-11-27,2537040.56,2024
5661,bag,206.4,2024-03-30,2537040.56,2024
5662,chance,336.65,2024-02-02,2537040.56,2024
5663,appear,277.18,2024-08-25,2537040.56,2024
5664,two,327.65,2024-02-14,2537040.56,2024
5665,school,463.19,2024-06-19,2537040.56,2024
5666,simple,284.16,2024-08-15,2537040.56,2024
5667,likely,339.14,2024-04-29,2537040.56,2024
5668,life,201.5,2024-07-27,2537040.56,2024
5669,future,23.22,2024-04-24,2537040.56,2024
5670,whether,171.07,2024-12-11,2537040.56,2024
5671,cultural,128.92,2024-01-15,2537040.56,2024
5672,live,63.22,2024-02-14,2537040.56,2024
5673,us,417.29,2024-12-22,2537040.56,2024
5674,place,68.61,2024-12-10,2537040.56,2024
5675,star,25.87,2024-12-12,2537040.56,2024
5676,growth,494.93,2024-10-01,2537040.56,2024
5677,certain,426.52,2024-09-07,2537040.56,2024
5678,how,240.94,2024-10-03,2537040.56,2024
5679,environmental,26.86,2024-08-19,2537040.56,2024
5680,long,311.02,2024-09-19,2537040.56,2024
5681,stock,497.49,2024-07-12,2537040.56,2024
5682,popular,188.9,2024-06-09,2537040.56,2024
5683,travel,238.98,2024-05-21,2537040.56,2024
5684,about,197.59,2024-09-27,2537040.56,2024
5685,age,306.61,2024-10-15,2537040.56,2024
5686,official,295.68,2024-01-21,2537040.56,2024
5687,small,40.29,2024-02-23,2537040.56,2024
5688,candidate,116.72,2024-05-28,2537040.56,2024
5689,above,397.8,2024-09-02,2537040.56,2024
5690,wait,340.55,2024-04-06,2537040.56,2024
5691,always,87.92,2024-12-02,2537040.56,2024
5692,that,181.48,2024-04-04,2537040.56,2024
5693,beat,205.99,2024-05-24,2537040.56,2024
5694,amount,318.13,2024-05-23,2537040.56,2024
5695,right,364.67,2024-01-29,2537040.56,2024
5696,development,291.53,2024-10-14,2537040.56,2024
5697,address,253.22,2024-11-26,2537040.56,2024
5698,statement,128.82,2024-11-27,2537040.56,2024
5699,try,75.85,2024-10-23,2537040.56,2024
5700,attorney,46.19,2024-11-10,2537040.56,2024
5701,least,442.73,2024-09-18,2537040.56,2024
5702,west,417.69,2024-11-07,2537040.56,2024
5703,worker,391.53,2024-12-10,2537040.56,2024
5704,cultural,50.32,2024-12-07,2537040.56,2024
5705,everybody,87.5,2024-08-01,2537040.56,2024
5706,couple,329.33,2024-06-26,2537040.56,2024
5707,push,16.11,2024-04-19,2537040.56,2024
5708,local,270.81,2024-08-08,2537040.56,2024
5709,use,184.23,2024-02-06,2537040.56,2024
5710,lose,441.49,2024-02-10,2537040.56,2024
5711,rate,37.42,2024-10-17,2537040.56,2024
5712,argue,86.25,2024-03-21,2537040.56,2024
5713,service,170.12,2024-05-09,2537040.56,2024
5714,simple,99.12,2024-08-31,2537040.56,2024
5715,should,225.53,2024-07-28,2537040.56,2024
5716,on,206.63,2024-12-22,2537040.56,2024
5717,that,246.06,2024-09-19,2537040.56,2024
5718,environment,72.2,2024-10-17,2537040.56,2024
5719,capital,261.24,2024-06-24,2537040.56,2024
5720,general,480.76,2024-09-14,2537040.56,2024
5721,politics,185.67,2024-06-29,2537040.56,2024
5722,mouth,38.55,2024-09-27,2537040.56,2024
5723,sport,301.68,2024-09-29,2537040.56,2024
5724,laugh,480.86,2024-10-12,2537040.56,2024
5725,tend,388.59,2024-11-21,2537040.56,2024
5726,skin,251.65,2024-01-26,2537040.56,2024
5727,drop,99.28,2024-07-27,2537040.56,2024
5728,own,344.85,2024-03-16,2537040.56,2024
5729,analysis,216.38,2024-05-23,2537040.56,2024
5730,table,386.42,2024-12-11,2537040.56,2024
5731,never,291.2,2024-10-22,2537040.56,2024
5732,specific,481.15,2024-05-17,2537040.56,2024
5733,step,423.0,2024-03-13,2537040.56,2024
5734,start,189.79,2024-06-23,2537040.56,2024
5735,note,445.68,2024-05-24,2537040.56,2024
5736,camera,343.2,2024-01-22,2537040.56,2024
5737,record,38.65,2024-06-11,2537040.56,2024
5738,end,157.8,2024-08-07,2537040.56,2024
5739,doctor,449.83,2024-08-29,2537040.56,2024
5740,rise,420.46,2024-02-28,2537040.56,2024
5741,institution,70.43,2024-10-24,2537040.56,2024
5742,ball,74.44,2024-08-27,2537040.56,2024
5743,measure,413.22,2024-05-11,2537040.56,2024
5744,participant,161.7,2024-08-26,2537040.56,2024
5745,need,25.67,2024-05-16,2537040.56,2024
5746,talk,131.71,2024-03-19,2537040.56,2024
5747,social,163.0,2024-11-04,2537040.56,2024
5748,his,157.41,2024-01-10,2537040.56,2024
5749,value,341.74,2024-03-12,2537040.56,2024
5750,along,228.59,2024-02-11,2537040.56,2024
5751,from,408.69,2024-10-24,2537040.56,2024
5752,understand,420.04,2024-09-09,2537040.56,2024
5753,painting,107.56,2024-08-13,2537040.56,2024
5754,indeed,495.09,2024-02-23,2537040.56,2024
5755,become,140.56,2024-06-08,2537040.56,2024
5756,study,335.63,2024-08-04,2537040.56,2024
5757,light,138.26,2024-01-15,2537040.56,2024
5758,something,49.14,2024-02-26,2537040.56,2024
5759,person,209.11,2024-03-27,2537040.56,2024
5760,Mrs,388.88,2023-12-27,2537040.56,2023
5761,term,290.54,2024-12-02,2537040.56,2024
5762,ever,383.21,2024-03-28,2537040.56,2024
5763,Congress,167.45,2024-08-08,2537040.56,2024
5764,ok,438.45,2024-01-20,2537040.56,2024
5765,raise,489.44,2024-08-02,2537040.56,2024
5766,away,300.53,2024-10-08,2537040.56,2024
5767,might,101.69,2024-01-01,2537040.56,2024
5768,can,446.67,2024-01-28,2537040.56,2024
5769,other,85.05,2024-11-20,2537040.56,2024
5770,how,379.86,2024-11-24,2537040.56,2024
5771,security,202.09,2024-05-08,2537040.56,2024
5772,sing,326.39,2024-05-25,2537040.56,2024
5773,head,20.35,2024-01-30,2537040.56,2024
5774,together,336.22,2024-04-09,2537040.56,2024
5775,of,245.07,2024-03-25,2537040.56,2024
5776,blood,59.3,2024-12-03,2537040.56,2024
5777,hard,461.73,2024-04-15,2537040.56,2024
5778,forward,51.53,2024-05-17,2537040.56,2024
5779,miss,286.94,2024-09-21,2537040.56,2024
5780,top,490.03,2024-06-24,2537040.56,2024
5781,box,157.92,2024-09-07,2537040.56,2024
5782,capital,34.26,2024-09-08,2537040.56,2024
5783,edge,151.03,2024-11-30,2537040.56,2024
5784,peace,313.4,2024-12-05,2537040.56,2024
5785,Mrs,420.13,2024-02-26,2537040.56,2024
5786,that,340.96,2024-03-26,2537040.56,2024
5787,effort,427.96,2024-04-24,2537040.56,2024
5788,record,385.54,2024-05-04,2537040.56,2024
5789,inside,318.78,2024-08-03,2537040.56,2024
5790,to,484.1,2024-08-28,2537040.56,2024
5791,whom,403.76,2024-01-29,2537040.56,2024
5792,share,351.61,2024-05-10,2537040.56,2024
5793,model,353.89,2024-04-25,2537040.56,2024
5794,letter,49.33,2024-02-01,2537040.56,2024
5795,American,460.13,2024-05-15,2537040.56,2024
5796,listen,309.11,2024-12-10,2537040.56,2024
5797,air,163.14,2024-06-22,2537040.56,2024
5798,bed,489.94,2024-02-28,2537040.56,2024
5799,available,321.17,2024-10-14,2537040.56,2024
5800,challenge,141.61,2024-02-06,2537040.56,2024
5801,evidence,185.42,2024-06-17,2537040.56,2024
5802,name,262.81,2024-06-15,2537040.56,2024
5803,else,330.06,2024-02-20,2537040.56,2024
5804,bed,227.05,2024-01-20,2537040.56,2024
5805,tend,494.39,2024-10-26,2537040.56,2024
5806,maybe,405.61,2024-02-19,2537040.56,2024
5807,either,51.01,2024-09-20,2537040.56,2024
5808,only,25.52,2024-09-25,2537040.56,2024
5809,eight,476.85,2024-08-02,2537040.56,2024
5810,decision,277.95,2024-04-05,2537040.56,2024
5811,example,386.11,2024-02-12,2537040.56,2024
5812,Mr,468.95,2024-04-09,2537040.56,2024
5813,fall,64.71,2024-02-25,2537040.56,2024
5814,before,189.58,2024-02-13,2537040.56,2024
5815,market,329.75,2024-08-06,2537040.56,2024
5816,shake,357.09,2024-11-25,2537040.56,2024
5817,add,34.11,2024-05-10,2537040.56,2024
5818,keep,397.8,2024-06-17,2537040.56,2024
5819,animal,290.79,2024-04-01,2537040.56,2024
5820,require,378.17,2024-01-15,2537040.56,2024
5821,gun,11.26,2024-05-27,2537040.56,2024
5822,century,240.55,2024-06-06,2537040.56,2024
5823,behavior,268.45,2024-12-21,2537040.56,2024
5824,prepare,473.52,2024-07-03,2537040.56,2024
